Country,Category,Product Name,Sales,Quantity
Chile,Technology,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3
Chile,Furniture,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,318.08,4
Nigeria,Office Supplies,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,5.8,1
Egypt,Technology,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6
Australia,Office Supplies,Xerox 192,19.44,3
Australia,Office Supplies,Newell 318,5.56,2
Brazil,Office Supplies,Tennsco Industrial Shelving,146.73,3
New Zealand,Office Supplies,Xerox 1920,29.9,5
Nigeria,Office Supplies,Ibico EB-19 Dual Function Manual Binding System,276.784,2
South Africa,Office Supplies,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,93.032,2
Argentina,Furniture,High-Back Leather Manager's Chair,454.965,5
Brazil,Technology,Cisco Small Business SPA 502G VoIP phone,246.168,3
Nigeria,Office Supplies,Safco Industrial Shelving,295.4,5
Australia,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",348.56,8
Egypt,Office Supplies,Xerox 1999,15.552,3
Brazil,Furniture,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94,6
South Africa,Technology,Polycom CX300 Desktop Phone USB VoIP phone,299.98,2
Egypt,Office Supplies,Catalog Binders with Expanding Posts,403.68,6
Brazil,Technology,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",41.9,2
New Zealand,Office Supplies,Avery 491,28.91,7
South Africa,Office Supplies,Xerox 213,32.4,5
Australia,Technology,Clarity 53712,369.544,7
Chile,Office Supplies,Xerox 1993,10.368,2
Argentina,Technology,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,791.88,3
South Africa,Office Supplies,Lumber Crayons,23.64,3
New Zealand,Office Supplies,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2
South Africa,Furniture,Tenex Chairmats For Use with Hard Floors,64.96,5
Egypt,Office Supplies,Avery Recycled Flexi-View Covers for Binding Systems,32.06,10
South Africa,Office Supplies,Fellowes Recycled Storage Drawers,177.648,2
New Zealand,Technology,Canon PC170 Desktop Personal Copier,287.91,3
Argentina,Office Supplies,Fiskars Spring-Action Scissors,22.368,2
Chile,Office Supplies,Xerox 1978,32.368,7
Egypt,Technology,Logitech G35 7.1-Channel Surround Sound Headset,207.984,2
Egypt,Office Supplies,Pastel Pink Envelopes,36.4,5
Egypt,Technology,SanDisk Cruzer 16 GB USB Flash Drive,22.96,2
Argentina,Office Supplies,Space Solutions Industrial Galvanized Steel Shelving.,315.2,4
Egypt,Office Supplies,Wilson Jones Standard D-Ring Binders,15.18,3
Argentina,Technology,Motorola L703CM,623.96,5
Brazil,Technology,Wilson Electronics DB Pro Signal Booster,429.6,2
Australia,Furniture,12-1/2 Diameter Round Wall Clock,31.968,2
Nigeria,Furniture,Global Comet Stacking Arm Chair,887.271,3
Australia,Office Supplies,Strathmore Photo Mount Cards,21.696,4
New Zealand,Office Supplies,Avery 488,22.05,7
Argentina,Office Supplies,Xerox Blank Computer Paper,99.9,5
Australia,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,90.86,7
South Africa,Office Supplies,"Southworth 100% Résumé Paper, 24lb.",7.78,1
New Zealand,Office Supplies,Binding Machine Supplies,78.759,9
Brazil,Furniture,Staple-based wall hangings,9.552,3
Brazil,Furniture,OIC Stacking Trays,5.344,4
Nigeria,Office Supplies,BIC Brite Liner Highlighters,8.28,2
Argentina,Office Supplies,"Iris 3-Drawer Stacking Bin, Black",50.136,3
South Africa,Office Supplies,"Avery Trapezoid Extra Heavy Duty 4"" Binders",88.074,7
Brazil,Furniture,O'Sullivan Living Dimensions 3-Shelf Bookcases,301.47,3
Egypt,Office Supplies,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",18.656,2
Argentina,Furniture,DAX Wood Document Frame,27.46,2
South Africa,Office Supplies,Fellowes 8 Outlet Superior Workstation Surge Protector,125.13,3
New Zealand,Technology,Toshiba IPT2010-SD IP Telephone,555.96,5
New Zealand,Office Supplies,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,3
Australia,Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,51.984,1
Argentina,Office Supplies,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10.272,3
Argentina,Office Supplies,Surelock Post Binders,18.336,2
South Africa,Technology,AT&T 17929 Lendline Telephone,180.96,5
Nigeria,Technology,Logitech Gaming G510s - Keyboard,475.944,7
New Zealand,Technology,Razer Kraken PRO Over Ear PC and Music Headset,159.98,2
Egypt,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4
Argentina,Office Supplies,Wilson Jones Impact Binders,8.288,2
Argentina,Technology,Motorola L703CM,1123.128,9
Chile,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,64.9,5
Australia,Office Supplies,Acco Translucent Poly Ring Binders,2.808,3
Egypt,Technology,Logitech Wireless Marathon Mouse M705,99.98,2
Argentina,Office Supplies,4009 Highlighters,8.04,6
Brazil,Office Supplies,Iceberg Mobile Mega Data/Printer Cart ,1564.29,13
South Africa,Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,138.56,4
Egypt,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,65.52,5
Argentina,Office Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,2
Chile,Technology,HP Standard 104 key PS/2 Keyboard,23.2,2
Australia,Office Supplies,Newell 317,16.464,7
South Africa,Furniture,Eldon 500 Class Desk Accessories,19.312,2
Egypt,Office Supplies,Xerox 195,40.08,6
Chile,Office Supplies,Eureka The Boss Cordless Rechargeable Stick Vac,101.96,2
Brazil,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,259.74,13
Egypt,Technology,Maxell 4.7GB DVD-R,255.42,9
Argentina,Office Supplies,Tuff Stuff Recycled Round Ring Binders,4.338,3
New Zealand,Office Supplies,Avery Durable Slant Ring Binders,11.88,5
New Zealand,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish",405.86,7
Egypt,Furniture,Hon GuestStacker Chair,680.01,3
Nigeria,Technology,Maxell 4.7GB DVD+R 5/Pack,2.376,3
Chile,Office Supplies,Hoover Shoulder Vac Commercial Portable Vacuum,143.128,2
Argentina,Technology,Okidata MB760 Printer,4476.8,4
Australia,Office Supplies,Xerox 189,104.85,1
Australia,Office Supplies,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3
Australia,Office Supplies,Xerox 1964,319.76,14
New Zealand,Office Supplies,Xerox 1964,45.68,2
South Africa,Furniture,Tenex Chairmats For Use With Carpeted Floors,31.96,2
Chile,Office Supplies,Xerox 1886,47.9,1
Brazil,Office Supplies,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94,3
Argentina,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",22.92,3
Egypt,Technology,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3
Brazil,Office Supplies,Xerox 203,19.44,3
Australia,Office Supplies,Ibico Recycled Grain-Textured Covers,31.086,3
New Zealand,Technology,"SmartStand Mobile Device Holder, Assorted Colors",13.98,2
Brazil,Office Supplies,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,1
Brazil,Technology,Polycom VoiceStation 500 Conference phone,707.88,3
Brazil,Office Supplies,Cardinal Holdit Business Card Pockets,11.952,3
Brazil,Office Supplies,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",31.128,3
South Africa,Technology,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,55.76,4
Argentina,Office Supplies,Xerox 1881,24.56,2
Egypt,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1
Australia,Furniture,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,1
Brazil,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,1473.1,5
New Zealand,Office Supplies,Staple remover,3.488,2
South Africa,Technology,Sabrent 4-Port USB 2.0 Hub,21.728,4
New Zealand,Office Supplies,"SAFCO Commercial Wire Shelving, Black",663.072,6
Australia,Office Supplies,GBC DocuBind P100 Manual Binding Machine,99.588,2
Argentina,Office Supplies,Xerox 1979,49.568,2
Egypt,Office Supplies,GBC Premium Transparent Covers with Diagonal Lined Pattern,29.372,7
South Africa,Technology,Aastra 6757i CT Wireless VoIP phone,344.704,2
Chile,Office Supplies,Acme Office Executive Series Stainless Steel Trimmers,47.992,7
Australia,Technology,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",102.24,4
Chile,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,39.96,2
Brazil,Technology,Wilson Electronics DB Pro Signal Booster,1432.0,5
New Zealand,Office Supplies,Acme Design Stainless Steel Bent Scissors,41.04,6
Egypt,Furniture,Hon Pagoda Stacking Chairs,256.784,1
Argentina,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,1
Chile,Office Supplies,GBC ProClick 150 Presentation Binding System,315.98,1
Argentina,Office Supplies,GBC Personal VeloBind Strips,28.752,3
New Zealand,Office Supplies,Boston KS Multi-Size Manual Pencil Sharpener,114.95,5
Brazil,Office Supplies,"Sanford Colorific Colored Pencils, 12/Box",23.04,8
South Africa,Office Supplies,Colorific Watercolor Pencils,15.48,3
Australia,Office Supplies,Xerox 209,51.84,8
Brazil,Technology,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,39.816,3
Brazil,Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",16.06,1
Chile,Office Supplies,Pastel Pink Envelopes,7.28,1
Australia,Office Supplies,Wilson Jones Easy Flow II Sheet Lifters,5.4,3
Nigeria,Office Supplies,Xerox 223,19.44,3
Nigeria,Furniture,Luxo Economy Swing Arm Lamp,39.88,2
New Zealand,Furniture,DAX Natural Wood-Tone Poster Frame,79.44,3
Brazil,Office Supplies,Self-Adhesive Address Labels for Typewriters with Dispenser Box,20.664,7
Brazil,Office Supplies,Xerox 222,32.4,5
Argentina,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",13.762,1
Chile,Office Supplies,Security-Tint Envelopes,15.28,2
South Africa,Office Supplies,Iris Project Case,44.688,7
Chile,Furniture,O'Sullivan Plantations 2-Door Library in Landvery Oak,301.47,3
Argentina,Office Supplies,Avery 52,11.07,3
Brazil,Furniture,Bretford Rectangular Conference Table Tops,1504.52,4
Egypt,Office Supplies,Xerox 231,25.92,4
Egypt,Office Supplies,GBC Standard Plastic Binding Systems' Combs,7.536,6
Chile,Office Supplies,Self-Adhesive Ring Binder Labels,1.408,2
Argentina,Office Supplies,Wilson Jones Impact Binders,4.144,4
South Africa,Office Supplies,Rogers Deluxe File Chest,52.752,3
South Africa,Office Supplies,Belkin 5 Outlet SurgeMaster Power Centers,381.36,7
Argentina,Office Supplies,Prang Dustless Chalk Sticks,6.72,4
South Africa,Office Supplies,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",15.192,3
Egypt,Office Supplies,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),58.32,9
Chile,Office Supplies,GBC DocuBind 300 Electric Binding Machine,946.764,6
New Zealand,Furniture,Ultra Door Pull Handle,94.68,9
Chile,Office Supplies,Akro Stacking Bins,23.67,3
Australia,Technology,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4
South Africa,Office Supplies,Blackstonian Pencils,18.69,7
New Zealand,Furniture,Chromcraft Rectangular Conference Tables,568.728,3
Australia,Office Supplies,SpineVue Locking Slant-D Ring Binders by Cardinal,7.312,1
Brazil,Furniture,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",147.568,2
Nigeria,Office Supplies,Easy-staple paper,56.784,7
New Zealand,Office Supplies,Avery Hole Reinforcements,5.607,3
South Africa,Office Supplies,Rogers Handheld Barrel Pencil Sharpener,6.576,3
Australia,Office Supplies,Avery Hidden Tab Dividers for Binding Systems,14.304,6
Brazil,Furniture,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.833,1
Nigeria,Office Supplies,Prang Drawing Pencil Set,5.56,2
South Africa,Office Supplies,Xerox 1967,32.4,5
Nigeria,Office Supplies,Newell 350,9.84,3
Argentina,Office Supplies,Newell 333,2.78,1
New Zealand,Office Supplies,Presstex Flexible Ring Binders,3.64,1
Brazil,Technology,BlackBerry Q10,881.93,7
Egypt,Office Supplies,"GBC White Gloss Covers, Plain Front",115.84,8
Argentina,Office Supplies,Catalog Binders with Expanding Posts,107.648,2
South Africa,Technology,Microsoft Wireless Mobile Mouse 4000,199.95,5
Chile,Office Supplies,Xerox 225,12.96,2
South Africa,Furniture,"Global Value Mid-Back Manager's Chair, Gray",60.89,1
New Zealand,Office Supplies,Avery 483,14.94,3
Chile,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2
Egypt,Furniture,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,3
Egypt,Office Supplies,VariCap6 Expandable Binder,51.9,3
Nigeria,Office Supplies,Fellowes Neat Ideas Storage Cubes,64.96,2
Australia,Office Supplies,Acme Titanium Bonded Scissors,25.5,3
Brazil,Furniture,"Global Leather Task Chair, Black",215.976,3
Chile,Furniture,High-Back Leather Manager's Chair,389.97,3
Nigeria,Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,269.91,5
South Africa,Office Supplies,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,3
Egypt,Office Supplies,"Peel & Seel Recycled Catalog Envelopes, Brown",64.848,7
Egypt,Furniture,"Master Caster Door Stop, Large Brown",14.56,2
Egypt,Furniture,Hon Comfortask Task/Swivel Chairs,102.582,1
Egypt,Office Supplies,Xerox 1923,20.04,3
Brazil,Office Supplies,Avery Metallic Poly Binders,32.088,7
Nigeria,Office Supplies,GBC DocuBind TL300 Electric Binding System,4305.552,6
Nigeria,Furniture,OIC Stacking Trays,10.02,3
Brazil,Technology,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4
Chile,Office Supplies,GBC DocuBind 300 Electric Binding Machine,1577.94,3
Egypt,Office Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,7
Chile,Office Supplies,Advantus Rolling Drawer Organizers,184.704,6
Argentina,Technology,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,47.92,2
Chile,Office Supplies,Avery 483,15.936,4
Australia,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",8.001,7
New Zealand,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,398.972,2
Australia,Furniture,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,2
South Africa,Office Supplies,Hoover Commercial SteamVac,67.9,5
South Africa,Office Supplies,Embossed Ink Jet Note Cards,72.224,4
Argentina,Office Supplies,Avery 519,11.696,2
Chile,Furniture,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3
South Africa,Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",18.176,1
Australia,Office Supplies,GBC Plasticlear Binding Covers,6.888,3
South Africa,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",457.485,3
Nigeria,Furniture,Global Commerce Series Low-Back Swivel/Tilt Chairs,1079.316,6
Egypt,Office Supplies,Xerox 1891,48.91,1
Australia,Office Supplies,Newell 351,9.84,3
South Africa,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,34.5,3
Brazil,Office Supplies,Acco Suede Grain Vinyl Round Ring Binder,0.556,1
Brazil,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",43.8,6
South Africa,Office Supplies,HP Office Recycled Paper (20Lb. and 87 Bright),13.872,3
Argentina,Furniture,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96,4
Chile,Technology,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",41.424,2
South Africa,Technology,Grandstream GXP2100 Mainstream Business Phone,244.768,4
Brazil,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",74.352,3
Nigeria,Office Supplies,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2
South Africa,Furniture,"Global Geo Office Task Chair, Gray",56.686,1
South Africa,Technology,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,97.968,2
Brazil,Office Supplies,Newell 348,7.872,3
Chile,Office Supplies,Xerox 1994,15.552,3
Nigeria,Office Supplies,GBC Plastic Binding Combs,1.476,1
Chile,Office Supplies,Newell 323,8.4,5
Egypt,Office Supplies,Newell 35,6.56,2
Egypt,Office Supplies,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2
South Africa,Technology,Imation Swivel Flash Drive USB flash drive - 8 GB,45.48,4
Argentina,Office Supplies,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",25.44,6
Brazil,Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder,146.688,8
Argentina,Office Supplies,Avery 511,4.928,2
South Africa,Office Supplies,Newell 345,63.488,4
Argentina,Office Supplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418.32,7
Australia,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",123.858,2
Australia,Technology,Clearsounds A400,118.782,3
Nigeria,Office Supplies,Premier Automatic Letter Opener,769.184,4
Chile,Technology,Microsoft Natural Keyboard Elite,47.904,1
Nigeria,Office Supplies,Xerox 1977,13.36,2
Australia,Furniture,Office Star - Task Chair with Contemporary Loop Arms,163.764,2
Chile,Furniture,Tenex B1-RE Series Chair Mats for Low Pile Carpets,183.92,4
South Africa,Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",11.376,3
Chile,Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4
Nigeria,Office Supplies,Xerox 1909,211.04,8
Nigeria,Furniture,GuestStacker Chair with Chrome Finish Legs,594.816,2
Argentina,Office Supplies,Ibico Plastic Spiral Binding Combs,72.96,3
Nigeria,Furniture,DAX Two-Tone Silver Metal Document Frame,80.96,4
New Zealand,Technology,Konftel 250 Conference phone - Charcoal black,455.712,2
New Zealand,Office Supplies,Boston 1799 Powerhouse Electric Pencil Sharpener,25.98,1
Chile,Office Supplies,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",45.28,4
Australia,Office Supplies,Staple envelope,15.56,2
Argentina,Technology,Wilson Electronics DB Pro Signal Booster,859.2,3
Egypt,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",195.68,4
New Zealand,Office Supplies,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",14.2,4
Chile,Furniture,Bush Somerset Collection Bookcase,314.352,3
Egypt,Office Supplies,Avery 492,4.608,2
New Zealand,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",17.9,5
South Africa,Office Supplies,Accohide Poly Flexible Ring Binders,2.992,1
Brazil,Office Supplies,Avery Durable Slant Ring Binders With Label Holder,20.064,6
Brazil,Office Supplies,Xerox 1917,146.73,3
Chile,Office Supplies,Avery 480,18.75,5
Brazil,Technology,Panasonic KX TS208W Corded phone,117.576,3
Brazil,Office Supplies,Cardinal EasyOpen D-Ring Binders,51.184,7
Brazil,Furniture,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,5
Egypt,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5
Brazil,Technology,Vtech CS6719,57.594,1
Brazil,Furniture,Flat Face Poster Frame,30.144,2
Nigeria,Furniture,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5
Brazil,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,842.72,8
Brazil,Furniture,Magnifier Swing Arm Lamp,41.96,2
Chile,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4
Argentina,Furniture,Global Deluxe Steno Chair,184.752,3
South Africa,Furniture,GuestStacker Chair with Chrome Finish Legs,520.464,2
Nigeria,Office Supplies,Wirebound Voice Message Log Book,11.424,3
South Africa,Office Supplies,Xerox 207,19.44,3
Argentina,Office Supplies,Newell 307,3.64,2
New Zealand,Office Supplies,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2
Argentina,Office Supplies,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",43.12,5
Nigeria,Furniture,Chromcraft Round Conference Tables,313.722,3
Australia,Furniture,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,1
Nigeria,Office Supplies,"SAFCO Commercial Wire Shelving, 72h",428.68,7
Egypt,Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",30.576,6
Australia,Office Supplies,"Super Bands, 12/Pack",13.02,7
Nigeria,Furniture,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3
Nigeria,Office Supplies,Fellowes Officeware Wire Shelving,359.32,4
Nigeria,Office Supplies,Xerox 1899,11.56,2
Brazil,Office Supplies,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",68.48,2
South Africa,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1676.88,6
Australia,Office Supplies,Xerox 1939,37.94,2
South Africa,Furniture,Global Highback Leather Tilter in Burgundy,272.97,3
New Zealand,Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",41.568,4
New Zealand,Furniture,Novimex Swivel Fabric Task Chair,317.058,3
Brazil,Office Supplies,Ideal Clamps,8.04,5
Chile,Technology,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7
Chile,Office Supplies,Acme Box Cutter Scissors,61.38,6
Egypt,Technology,Micro Innovations USB RF Wireless Keyboard with Mouse,50.0,2
Chile,Technology,Memorex Micro Travel Drive 4 GB,31.8,3
Australia,Office Supplies,Adjustable Personal File Tote,32.56,2
Chile,Office Supplies,Grip Seal Envelopes,7.072,2
Chile,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,45.528,3
Argentina,Furniture,"Padded Folding Chairs, Black, 4/Carton",64.784,1
Egypt,Office Supplies,Tennsco 6- and 18-Compartment Lockers,424.272,2
New Zealand,Office Supplies,Prang Dustless Chalk Sticks,1.344,1
Brazil,Office Supplies,Acco Perma 3000 Stacking Storage Drawers,83.92,5
Argentina,Office Supplies,Xerox 226,25.92,4
Egypt,Furniture,Flat Face Poster Frame,120.576,8
Brazil,Office Supplies,Xerox 191,79.92,4
New Zealand,Office Supplies,Xerox 1881,12.28,1
Brazil,Office Supplies,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3
Brazil,Office Supplies,Poly String Tie Envelopes,2.04,1
Australia,Office Supplies,Recycled Steel Personal File for Hanging File Folders,228.92,5
New Zealand,Technology,PowerGen Dual USB Car Charger,7.992,1
New Zealand,Furniture,Global Highback Leather Tilter in Burgundy,582.336,8
Egypt,Technology,Ooma Telo VoIP Home Phone System,629.95,5
South Africa,Furniture,Global Leather Executive Chair,631.782,2
Argentina,Furniture,DMI Eclipse Executive Suite Bookcases,801.568,2
Australia,Office Supplies,Avery 485,75.18,6
Nigeria,Office Supplies,Euro-Pro Shark Turbo Vacuum,30.98,1
South Africa,Technology,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,1349.91,9
New Zealand,Office Supplies,Newell 332,14.112,6
Nigeria,Office Supplies,Staple envelope,31.12,4
Chile,Furniture,Acrylic Self-Standing Desk Frames,4.272,2
Brazil,Furniture,Chromcraft Round Conference Tables,209.148,2
Nigeria,Office Supplies,Tennsco 6- and 18-Compartment Lockers,1591.02,6
Argentina,Office Supplies,Translucent Push Pins by OIC,7.92,5
Egypt,Technology,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,574.91,2
Argentina,Office Supplies,Xerox 1963,8.448,2
New Zealand,Technology,WD My Passport Ultra 2TB Portable External Hard Drive,1071.0,9
Brazil,Furniture,Eldon 500 Class Desk Accessories,12.07,1
Nigeria,Office Supplies,Heavy-Duty E-Z-D Binders,3.273,1
Brazil,Furniture,"Contract Clock, 14"", Brown",87.92,5
Brazil,Office Supplies,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",104.696,1
Egypt,Furniture,HON 5400 Series Task Chairs for Big and Tall,2803.92,5
New Zealand,Office Supplies,GBC Recycled VeloBinder Covers,6.816,2
Brazil,Technology,Motorola L703CM,249.584,2
Nigeria,Office Supplies,Xerox 1903,17.94,3
Argentina,Furniture,Eldon 100 Class Desk Accessories,10.11,3
Chile,Office Supplies,Xerox 2,10.368,2
Chile,Office Supplies,Easy-staple paper,11.952,3
Australia,Office Supplies,Fellowes Superior 10 Outlet Split Surge Protector,15.224,2
Australia,Office Supplies,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,21.984,6
Australia,Technology,VTech DS6151,604.752,6
Chile,Office Supplies,Acme Softgrip Scissors,40.7,5
Brazil,Technology,AT&T CL2909,302.376,3
Australia,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3
Australia,Furniture,HON 5400 Series Task Chairs for Big and Tall,3785.292,6
Australia,Office Supplies,SANFORD Major Accent Highlighters,35.4,5
Nigeria,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,5
New Zealand,Furniture,Hon Multipurpose Stacking Arm Chairs,1212.96,8
Egypt,Technology,Mitel MiVoice 5330e IP Phone,1099.96,5
Brazil,Furniture,Hon 2111 Invitation Series Straight Table,103.481,1
New Zealand,Office Supplies,Self-Adhesive Address Labels for Typewriters with Dispenser Box,5.904,2
New Zealand,Technology,Imation Clip USB flash drive - 8 GB,30.08,2
Brazil,Office Supplies,Xerox 21,36.288,7
Argentina,Office Supplies,Newell 336,10.272,3
Australia,Technology,First Data FD10 PIN Pad,252.8,4
New Zealand,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2
Chile,Office Supplies,Xerox 201,12.96,2
Egypt,Technology,Polycom SoundPoint Pro SE-225 Corded phone,285.576,4
Argentina,Office Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",22.24,2
Brazil,Office Supplies,Strathmore Photo Frame Cards,14.62,2
Nigeria,Office Supplies,Acco 6 Outlet Guardian Standard Surge Suppressor,48.36,5
New Zealand,Office Supplies,50 Colored Long Pencils,16.256,2
South Africa,Technology,AT&T 1080 Corded phone,219.184,2
South Africa,Technology,Jackery Bar Premium Fast-charging Portable Charger,95.84,4
South Africa,Office Supplies,Avery 476,12.39,3
Egypt,Office Supplies,Xerox 1895,35.88,6
Argentina,Furniture,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",477.3,5
Argentina,Office Supplies,Avery 481,12.32,4
Brazil,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",8.608,2
Chile,Office Supplies,Eldon Gobal File Keepers,136.26,9
Australia,Office Supplies,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",186.15,3
Nigeria,Office Supplies,GBC Recycled VeloBinder Covers,81.792,6
Argentina,Office Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3
